0.06638860,0.13507177,0.00919960,0.05788329,-0.20767111,
0.04030811,0.04097161,0.00380741,-0.05261078,-0.08106604,
0.01757517,0.01957124,-0.00379749,-0.13897264,0.00412010,
-0.00379736,0.03740413,-0.01289627,-0.14028367,-0.00932767,
-0.02847857,0.04514794,-0.02872938,-0.14374865,-0.00227875,
-0.05392182,0.06358679,-0.04069383,-0.13476088,0.01637454,
-0.07604902,0.07750314,-0.04817464,-0.10052991,0.03886541,
-0.09098779,0.09188405,-0.05026006,-0.04130814,0.06270134,
-0.09194250,0.10280879,-0.04557355,0.03046745,0.06416384,
-0.07933647,0.11364995,-0.03335438,0.10104581,0.05253112,
-0.05723288,0.12092150,-0.01352793,0.16501399,0.05138758,
-0.02465159,0.13785068,0.01265690,0.22322584,0.04869349,
0.01838661,0.14582016,0.04190910,0.27236980,0.03505443,
0.06826987,0.16709171,0.07096751,0.29934099,0.01373152,
0.12221545,0.17789637,0.09737054,0.28478352,-0.03076534,
0.17086055,0.19751745,0.11860805,0.22134178,-0.08112977,
0.20057944,0.20379547,0.13264015,0.12496906,-0.09119669,
0.21124767,0.21150912,0.13797305,0.02308094,-0.07902975,
0.20679740,0.22059552,0.13329997,-0.06539597,-0.06893135,
0.18772353,0.22025379,0.11905664,-0.13773863,-0.05254261,
0.15870762,0.23209452,0.09810991,-0.19743748,-0.04322608,
0.12159882,0.22481389,0.07335149,-0.24251921,-0.03605220,
0.07548463,0.23774077,0.04710458,-0.26076703,-0.00209266,
0.02842731,0.21409281,0.02151796,-0.24230786,0.03814978,
-0.00888790,0.21999534,-0.00225324,-0.19592012,0.04745537,
-0.03633651,0.18984493,-0.02325328,-0.14335375,0.04107112,
-0.05567166,0.19934041,-0.04019943,-0.10192265,0.03031517,
-0.06814268,0.16939821,-0.05301483,-0.07539778,0.01315659,
-0.07900439,0.18772811,-0.06305831,-0.05856410,0.00982477,
-0.08840157,0.15876089,-0.07190895,-0.04655654,0.01275559,
-0.09397688,0.18139051,-0.08115221,-0.04164345,-0.00054786,
-0.09972673,0.15345979,-0.09186195,-0.05178716,-0.01763713,
-0.10932268,0.19158546,-0.09983971,-0.07924358,-0.02936008,
-0.12484293,0.16636880,-0.10937596,-0.11429490,-0.03302200,
-0.14810426,0.22013236,-0.12115910,-0.09985650,0.02422932,
-0.17524005,0.18779199,-0.15382678,-0.06959885,0.08546698,
-0.15878206,0.20756323,-0.13694695,-0.07222801,-0.08378841,
-0.18376398,0.18768499,-0.15615718,-0.30418969,-0.23717799,
-0.21180834,0.29404136,-0.16512175,-0.02438187,0.13775944,
-0.42640346,0.45045653,-0.15885305,0.13810270,1.05257188,
0.05947555,0.10884444,-0.15395575,0.08351663,-1.43080916,
-0.31694517,0.35268961,-0.14255312,0.01662484,0.55054972,
-0.23775000,0.33279021,-0.12336788,0.03510753,0.47116827,
-0.11255307,0.14735373,-0.07871983,0.37514845,-0.28402962,
-0.10980903,0.19636225,-0.08006434,0.26060949,-0.00076053,
-0.06973769,0.13612803,-0.04291106,0.22248320,0.05670978,
-0.01995589,0.16257664,-0.01480978,0.24565413,-0.03361578,
0.02007699,0.08722596,-0.00205587,0.19031168,-0.06938344,
0.04603041,0.09787853,0.00711798,0.09772934,-0.08615011,
0.05458769,0.05459638,0.00740457,-0.00785854,-0.09399449,
0.04326276,0.04469857,-0.00686822,-0.10370255,-0.07551736,
0.01498611,0.08019133,-0.03324623,-0.18279280,-0.04703633,
-0.01807055,0.07679279,-0.05772766,-0.28780448,-0.09902457,
-0.06687180,0.14677812,-0.07328683,-0.40330243,-0.14198410,
-0.16268382,0.19199011,-0.08631089,-0.35754460,0.12330597,
-0.24370305,0.24473130,-0.09780933,-0.07023231,0.44546865,
-0.19878390,0.23678658,-0.10182763,0.21840495,0.20076682,
-0.10100403,0.15921833,-0.09369242,0.25551083,-0.22544694,
-0.08697789,0.14093757,-0.06591060,0.14153613,-0.11012819,
-0.09999823,0.15981619,-0.01986282,0.14420860,0.16823769,
-0.05825357,0.20446979,0.02490683,0.31659081,0.17565285,
0.01448025,0.20593762,0.05745300,0.49016095,0.11573634,
0.11513444,0.24638334,0.08426661,0.50946066,-0.03862374,
0.21677471,0.24973492,0.10553560,0.34375561,-0.26411383,
0.24891264,0.24944686,0.11390421,0.07370667,-0.25812559,
0.22445766,0.24580660,0.10535150,-0.17183749,-0.13829345,
0.18115816,0.24687133,0.07584561,-0.33524608,-0.11313811,
0.11269170,0.27468944,0.02633336,-0.45123010,-0.09076527,
0.02543252,0.27916193,-0.03190622,-0.54482118,-0.05885153,
-0.07104679,0.31559237,-0.08901136,-0.59639655,-0.03596093,
-0.17992452,0.33069684,-0.13972996,-0.56621664,0.06225291,
-0.27834780,0.35583572,-0.17839920,-0.42910559,0.18234300,
-0.33348311,0.35070719,-0.20128614,-0.21434921,0.20303857,
-0.34659379,0.34698142,-0.20615894,0.01180240,0.17451575,
-0.32602774,0.33916220,-0.19037323,0.20263923,0.14659640,
-0.27400077,0.31918188,-0.15574930,0.34940990,0.10016991,
-0.20343690,0.30786286,-0.11025204,0.45818631,0.07187688,
-0.11977473,0.28144690,-0.06169107,0.52326176,0.04748536,
-0.02206747,0.26801593,-0.01640201,0.51259266,-0.04556073,
0.06789156,0.22283846,0.01986702,0.40234751,-0.15290315,
0.12148947,0.19089834,0.04407846,0.22005462,-0.17425506,
0.13901584,0.15062704,0.05406848,0.02617138,-0.15112991,
0.12686287,0.12709317,0.04726267,-0.13313827,-0.11957915,
0.08868954,0.11701193,0.02493271,-0.24707569,-0.07007642,
0.03867750,0.11237405,-0.00670894,-0.32555247,-0.04915763,
-0.01987447,0.13957032,-0.04148674,-0.37290070,-0.03866874,
-0.09012559,0.15796760,-0.07419084,-0.36913813,0.02897027,
-0.15540808,0.18714655,-0.10037608,-0.29368912,0.10794307,
-0.19492703,0.19879606,-0.11827701,-0.16340659,0.12523420,
-0.20876215,0.20921785,-0.12655581,-0.02300590,0.11137250,
-0.20017810,0.21595052,-0.12314446,0.09019451,0.08352855,
-0.17316290,0.21025901,-0.10857730,0.16594596,0.04071707,
-0.14033177,0.21250110,-0.08651382,0.21466639,0.02931146,
-0.10266252,0.20470777,-0.06062857,0.24774614,0.03140688,
-0.05601209,0.20591061,-0.03426871,0.25896563,-0.00297460,
-0.00973645,0.18474052,-0.01005570,0.23447278,-0.04393065,
0.02570778,0.17502823,0.01151104,0.17925938,-0.05506883,
0.05009038,0.15026811,0.02991676,0.11641630,-0.05200256,
0.06342046,0.13919739,0.04381801,0.06850471,-0.03358079,
0.06896718,0.11921883,0.05297921,0.04321949,-0.00562754,
0.07533569,0.11683419,0.05824189,0.03200741,-0.00456009,
0.08139464,0.10402634,0.06049207,0.02057309,-0.01639973,
0.08300040,0.09890080,0.06083836,0.00347980,-0.01506114,
0.08187557,0.08739599,0.05982760,-0.01346829,-0.01218046,
0.07833457,0.08136538,0.05673082,-0.02540038,-0.00898671,
0.07259219,0.07262466,0.05116594,-0.03446720,-0.00441569,
0.06688339,0.06695232,0.04348283,-0.04769926,-0.01337933,
0.05885954,0.06323656,0.03429312,-0.06936183,-0.02584882,
0.04436795,0.05264478,0.02492464,-0.09382787,-0.01981382,
0.02574580,0.04725417,0.01663790,-0.10707971,-0.00360793,
0.00616926,0.03066177,0.01007244,-0.09548546,0.02006500,
-0.01002148,0.02496147,0.00621486,-0.05754050,0.04637555,
-0.01535022,0.01569124,0.00646110,-0.00519426,0.04850219,
-0.01027521,0.01832700,0.01163718,0.04688421,0.03724164,
0.00122873,0.03628042,0.02201428,0.09273957,0.03657381,
0.02028378,0.04641316,0.03650421,0.13338337,0.03415528,
0.04683036,0.06941645,0.05191317,0.16593430,0.02163788,
0.07750653,0.08619811,0.06515528,0.17770399,0.00190615,
0.10994028,0.11203553,0.07405927,0.14928033,-0.04180701,
0.13487785,0.13734016,0.07637676,0.07343846,-0.09117931,
0.13873938,0.15702368,0.07028239,-0.03240358,-0.09772482,
0.12214590,0.17877594,0.05468073,-0.13988996,-0.08123911,
0.09026865,0.19270751,0.02885539,-0.23154001,-0.07084405,
0.04345862,0.21611810,-0.00574789,-0.30503794,-0.05404332,
